number,base_fee_per_gas
14691936,43265957528
14691937,39482050989
14691938,44415569264
14691939,47252857795
14691940,45536291314
14691941,45364710296
14691942,40003551955
14691943,44999598990
14691944,46255961244
14691945,52035949119
14691946,52309556622
14691947,47980443721
14691948,45578025099
14691949,44946915190
14691950,46649332790
14691951,44301209080
14691952,38763557945
14691953,39625759182
14691954,38955409554
14691955,34812178909
14691956,39162728113
14691957,44055959130
14691958,45959826032
14691959,42676731437
14691960,42848665318
14691961,37492582154
14691962,38772107071
14691963,41067510478
14691964,41537637306
14691965,36829765086
14691966,37581469272
14691967,42276391820
14691968,47560730824
14691969,44258083951
14691970,49790218678
14691971,46604251226
14691972,43479403541
14691973,46022601537
14691974,45702418158
14691975,43376622098
14691976,38972334482
14691977,36846288086
14691978,41447210530
14691979,46627955383
14691980,48492750524
14691981,46307703941
14691982,45538093442
14691983,40983986583
14691984,43565763937
14691985,49010217028
14691986,55136211806
14691987,54811147999
14691988,50570243794
14691989,47044492985
14691990,43729509804
14691991,38263321079
14691992,43044519147
14691993,48423044608
14691994,49208130584
14691995,47255764461
14691996,48070505373
14691997,42061692202
14691998,37640172376
14691999,38606435511
14692000,37322644862
14692001,41972281367
14692002,36725746197
14692003,40163355931
14692004,37201493421
14692005,41191069513
14692006,41741398678
14692007,37946299930
14692008,34529012970
14692009,35253457371
14692010,37977109228
14692011,34075053207
14692012,30492051424
14692013,34299484622
14692014,38585360144
14692015,43407925014
14692016,45642923470
14692017,44087860779
14692018,48926240809
14692019,50294222069
14692020,50986343209
14692021,47406074224
14692022,41480314946
14692023,39136304175
14692024,44025753004
14692025,49528232496
14692026,50938777984
14692027,45083963561
14692028,41480216007
14692029,43412638986
14692030,38279679705
14692031,40034753893
14692032,41362922533
14692033,37316217889
14692034,35642992886
14692035,33528757041
14692036,33710135783
14692037,37922925330
14692038,42662741937
14692039,40898627540
14692040,41069572023
14692041,36649706436
14692042,33244668250
14692043,32346027749
14692044,31639687975
14692045,30319325913
14692046,27093480262
14692047,27197477231
14692048,30592678678
14692049,34411761349
14692050,37452475079
14692051,38160750503
14692052,35504127210
14692053,32033292628
14692054,30859816725
14692055,29878264450
14692056,33612640663
14692057,36677243926
14692058,41261518278
14692059,46417497772
14692060,43036372630
14692061,41655513104
14692062,46857688934
14692063,43336736978
14692064,38148738911
14692065,42916851871
14692066,48279795326
14692067,43436623752
14692068,46580157188
14692069,52400770464
14692070,58108204305
14692071,51004970371
14692072,46725209870
14692073,48813408283
14692074,48186758019
14692075,43358136069
14692076,47363910916
14692077,51214699889
14692078,46318747272
14692079,42923943691
14692080,48286137942
14692081,52556934384
14692082,48624591890
14692083,47877204167
14692084,43476377875
14692085,38041830641
14692086,38583897824
14692087,34507299748
14692088,31505418514
14692089,35442162848
14692090,35194666090
14692091,30795332829
14692092,29660430379
14692093,27075913558
14692094,29134485494
14692095,28469142862
14692096,32025628944
14692097,29779176088
14692098,29266821129
14692099,28885366163
14692100,27261732282
14692101,25363970219
14692102,28533001676
14692103,32094780034
14692104,36106095550
14692105,36219170632
14692106,38188061637
14692107,34238936097
14692108,32552138642
14692109,36616948945
14692110,41191434616
14692111,40313279571
14692112,40559959552
14692113,40431419507
14692114,40660480558
14692115,36453870577
14692116,35247059724
14692117,32036283746
14692118,36037832878
14692119,40541145700
14692120,40656210794
14692121,41273491908
14692122,36741937888
14692123,38843821318
14692124,36817211765
14692125,37786279298
14692126,37309776373
14692127,40697196386
14692128,39001844321
14692129,43866050713
14692130,41612685707
14692131,36905617236
14692132,33031153986
14692133,33399556580
14692134,31327479597
14692135,35242890874
14692136,39646631298
14692137,43829344684
14692138,38483212693
14692139,34486638437
14692140,37743192736
14692141,40985621727
14692142,46103796531
14692143,44561244181
14692144,42009009774
14692145,38592437664
14692146,37619799212
14692147,41034210431
14692148,41320485258
14692149,38930927794
14692150,36343262344
14692151,39829705178
14692152,44805464086
14692153,50339164797
14692154,56629633245
14692155,54252546148
14692156,53237935378
14692157,51943277432
14692158,47653147027
14692159,44134693198
14692160,49646616920
14692161,55198008122
14692162,49632016024
14692163,49916697675
14692164,44623652192
14692165,50193819319
14692166,53265737399
14692167,54661426101
14692168,50754347131
14692169,48535185231
14692170,43617421088
14692171,49065759663
14692172,50390494694
14692173,44091682858
14692174,42636659833
14692175,41611578728
14692176,46806651208
14692177,52650084221
14692178,57316025643
14692179,57491596564
14692180,58890368590
14692181,56390348945
14692182,49341555327
14692183,54918580223
14692184,51008158251
14692185,48765376799
14692186,45711539764
14692187,45399419085
14692188,47717157416
14692189,46936935743
14692190,41189735726
14692191,41245310290
14692192,42141090718
14692193,36873454379
14692194,36315076280
14692195,36235459107
14692196,40759994575
14692197,45852078068
14692198,49482534749
14692199,44905854368
14692200,41171496382
14692201,37222481733
14692202,33197796243
14692203,36140227696
14692204,32034253991
14692205,32806833100
14692206,35161263594
14692207,31712588083
14692208,31331357228
14692209,35247059214
14692210,39652426126
14692211,44608868473
14692212,46326160841
14692213,45019265872
14692214,50646634752
14692215,47234294523
14692216,51493814713
14692217,57928297233
14692218,65160676512
14692219,58104481697
14692220,53595596191
14692221,59773057971
14692222,52301425725
14692223,50868022484
14692224,52625054000
14692225,59194523539
14692226,63621150868
14692227,58476826787
14692228,52842010020
14692229,50319177578
14692230,56147574534
14692231,52083835662
14692232,51675219361
14692233,50257082112
14692234,56531391077
14692235,57204666282
14692236,50054082997
14692237,52151671136
14692238,46988212363
14692239,47432758351
14692240,47402897634
14692241,41876491057
14692242,47103832802
14692243,46090253758
14692244,41227897675
14692245,46374275820
14692246,43533954223
14692247,41703705270
14692248,36490742112
14692249,41050225056
14692250,46176149207
14692251,51947542011
14692252,45637996945
14692253,48336063981
14692254,50092581642
14692255,44626983425
14692256,40333853588
14692257,39883586804
14692258,42491691873
14692259,39217665225
14692260,41206172900
14692261,38352131037
14692262,41842386856
14692263,39924162730
14692264,37429790172
14692265,42106090362
14692266,42887957385
14692267,40862280903
14692268,39939144910
14692269,44930029318
14692270,50545086346
14692271,56855207196
14692272,54394096799
14692273,61164653320
14692274,54793763419
14692275,50619274526
14692276,46479342570
14692277,52285047813
14692278,55593498557
14692279,55055006566
14692280,52800009847
14692281,53280022264
14692282,47730278236
14692283,44390809405
14692284,49939527778
14692285,53969575257
14692286,50633448315
14692287,44610369140
14692288,45947718488
14692289,51678932963
14692290,47481152721
14692291,43852078789
14692292,42873811268
14692293,48062525313
14692294,45068429446
14692295,44171462165
14692296,41149197718
14692297,40370854968
14692298,37311234954
14692299,38539076178
14692300,42495634890
14692301,47805752705
14692302,48692251977
14692303,49472223353
14692304,47322372777
14692305,42139204955
14692306,43127600202
14692307,41030145461
14692308,37491714265
14692309,38064126238
14692310,42819467693
14692311,37467034232
14692312,39589948471
14692313,42424129544
14692314,42290682677
14692315,43661224319
14692316,49112260588
14692317,55249563489
14692318,54422964693
14692319,52113108560
14692320,55942520916
14692321,62934291857
14692322,70719816927
14692323,74715079094
14692324,68389489789
14692325,63781291823
14692326,57482653720
14692327,56478037935
14692328,62356822161
14692329,68416738941
14692330,62806682913
14692331,56163457302
14692332,61193310123
14692333,68824570807
14692334,69991596113
14692335,69919482605
14692336,62320580796
14692337,61724595060
14692338,61273430963
14692339,57177833651
14692340,52367822250
14692341,51576766583
14692342,50277241381
14692343,56554419070
14692344,63621052085
14692345,55668420575
14692346,62622113084
14692347,70435844499
14692348,67131987303
14692349,60259658910
14692350,56113235868
14692351,54327883468
14692352,48308625668
14692353,52419908711
14692354,45867420123
14692355,51599724318
14692356,58043077776
14692357,54625035078
14692358,48463925624
14692359,51562034618
14692360,57987088639
14692361,53403539443
14692362,47923270006
14692363,53833260714
14692364,48978536107
14692365,52790193831
14692366,46191419603
14692367,42443129277
14692368,38312597891
14692369,40939415281
14692370,37290717889
14692371,41945776930
14692372,41405911948
14692373,37315903596
14692374,41977805590
14692375,42976257849
14692376,44618201174
14692377,40709186201
14692378,41755583550
14692379,38892077841
14692380,43747073998
14692381,49210903083
14692382,55357976095
14692383,50477529006
14692384,51960971089
14692385,46824500090
14692386,52674070664
14692387,57409885741
14692388,52537938834
14692389,52935941010
14692390,59464154769
14692391,54544113894
14692392,53221619582
14692393,50846326726
14692394,50402982350
14692395,56212939585
14692396,60098367194
14692397,53082693325
14692398,58310061887
14692399,64280511779
14692400,56245447807
14692401,49214766832
14692402,55363324319
14692403,60673419139
14692404,57943290009
14692405,54130050303
14692406,59199101169
14692407,66595876912
14692408,74920249313
14692409,67191067544
14692410,75580343342
14692411,69572101996
14692412,71906401975
14692413,67152672737
14692414,64401681469
14692415,72347049910
14692416,64702301736
14692417,63805932224
14692418,60821284791
14692419,59315235740
14692420,54012796211
14692421,57302943074
14692422,50872622421
14692423,56750790301
14692424,55862798863
14692425,51260202347
14692426,44852677054
14692427,50387676372
14692428,50784539303
14692429,50720564630
14692430,45742280347
14692431,51458692359
14692432,50637520976
14692433,50617126696
14692434,44877948285
14692435,43625369500
14692436,49041873927
14692437,55164078045
14692438,56392296588
14692439,50500715162
14692440,50585220501
14692441,45914621720
14692442,51653062134
14692443,57772204984
14692444,58870017939
14692445,59737356781
14692446,54477239087
14692447,49103323666
14692448,45654133941
14692449,51358692925
14692450,47899333837
14692451,49762662629
14692452,43953388470
14692453,46372628389
14692454,43398835975
14692455,48821633005
14692456,48091554712
14692457,45672616762
14692458,41744773121
14692459,43169495872
14692460,47367732332
14692461,53284151679
14692462,51855108658
14692463,46621258737
14692464,52448142163
14692465,59001067189
14692466,53830347653
14692467,58719922375
14692468,66051020956
14692469,63618056804
14692470,67121779135
14692471,61441275832
14692472,69119455877
14692473,65993216764
14692474,66773932697
14692475,61095230954
14692476,55197695582
14692477,58122825708
14692478,64020863841
14692479,68260985294
14692480,64485846861
14692481,56733585427
14692482,50037671540
14692483,56286513439
14692484,63321411467
14692485,65426520700
14692486,73601871014
14692487,71299517980
14692488,68199891803
14692489,63327948083
14692490,66344630710
14692491,59307811809
14692492,66720283491
14692493,69812263249
14692494,62416567335
14692495,56432376862
14692496,63478123817
14692497,58795290356
14692498,62676377068
14692499,61455896692
14692500,64879268225
14692501,61128834550
14692502,56879518742
14692503,49769578900
14692504,55990186907
14692505,58984009262
14692506,61069787051
14692507,55559116648
14692508,50958417597
14692509,45656239684
14692510,47544351246
14692511,48419334134
14692512,54471264760
14692513,61278988149
14692514,54448507908
14692515,48862951349
14692516,45703169185
14692517,51405406973
14692518,49316158154
14692519,46391382581
14692520,50252847143
14692521,53378821284
14692522,57291927467
14692523,50502288443
14692524,44845237148
14692525,44901770548
14692526,48041173252
14692527,44093393415
14692528,39337138278
14692529,44249993142
14692530,49776330906
14692531,46359539963
14692532,44614119671
14692533,50189463100
14692534,49795190436
14692535,44669871075
14692536,50249917339
14692537,44536563713
14692538,50097943517
14692539,52400546179
14692540,55601043158
14692541,51554882040
14692542,57366903622
14692543,60922212215
14692544,59330599622
14692545,64703628660
14692546,58880256747
14692547,66238404181
14692548,74508345912
14692549,69855890810
14692550,67742389296
14692551,65948176128
14692552,61659837722
14692553,56456365045
14692554,51732106298
14692555,57638591694
14692556,51712429208
14692557,58173296844
14692558,65435406876
14692559,73611697073
14692560,64410234939
14692561,59827535827
14692562,58156963568
14692563,51305447588
14692564,56253051749
14692565,55622373833
14692566,52726355550
14692567,47804810737
14692568,53775325248
14692569,52825544110
14692570,48546520083
14692571,50477509297
14692572,56782834544
14692573,58125433751
14692574,54292434407
14692575,47505880107
14692576,52438900594
14692577,48777373151
14692578,43405170662
14692579,48829992296
14692580,54927826393
14692581,52730195185
14692582,56758931938
14692583,50058892402
14692584,45818917565
14692585,47588071119
14692586,42928306081
14692587,44328771218
14692588,49866956807
14692589,55843635335
14692590,53577653528
14692591,59860345677
14692592,52377802468
14692593,58809240958
14692594,54738268655
14692595,59792829120
14692596,54372297071
14692597,50088065080
14692598,56346331134
14692599,55345874709
14692600,62262553690
14692601,58803049503
14692602,55102932387
14692603,48546824866
14692604,54608834927
14692605,61430205617
14692606,69103261143
14692607,62419719263
14692608,55034443832
14692609,61912283504
14692610,54469210341
14692611,61270289366
14692612,68923601066
14692613,77530353720
14692614,68181348599
14692615,70046476662
14692616,78751056174
14692617,70759239939
14692618,64112858143
14692619,56604435167
14692620,55520337591
14692621,55919646336
14692622,53441732316
14692623,52534103836
14692624,59094274962
14692625,66471317461
14692626,71586067427
14692627,62869000072
14692628,58850027473
14692629,56966979479
14692630,53549711728
14692631,51749623345
14692632,58211822480
14692633,51429669280
14692634,48862664484
14692635,46968719872
14692636,41469760682
14692637,46649949621
14692638,51566901525
14692639,45886080659
14692640,51620520992
14692641,54409235267
14692642,61205302880
14692643,62216546499
14692644,56397903159
14692645,63446955819
14692646,59621959331
14692647,61178960569
14692648,68023424349
14692649,62412126726
14692650,56036684293
14692651,63037474745
14692652,64228170694
14692653,64670125651
14692654,64739715556
14692655,65547190563
14692656,59466824983
14692657,53356268351
14692658,58706919539
14692659,61591265055
14692660,56200354401
14692661,57139782928
14692662,58176651083
14692663,53825414761
14692664,52704926735
14692665,52785260462
14692666,46888136911
14692667,51063591537
14692668,47408699190
14692669,53320484964
14692670,58640832279
14692671,65969599142
14692672,68406898757
14692673,61062278515
14692674,59271231820
14692675,59110422548
14692676,66479466722
14692677,69922030008
14692678,78656153504
14692679,71011781093
14692680,76208127350
14692681,75882211128
14692682,73830609063
14692683,78824271510
14692684,74173734737
14692685,83432775271
14692686,73003678363
14692687,73814816920
14692688,69546001846
14692689,66568783661
14692690,63150687916
14692691,57884737965
14692692,65120021492
14692693,70062391264
14692694,62937438422
14692695,70799321442
14692696,79637124616
14692697,82913098891
14692698,75032225425
14692699,77479299538
14692700,67794387096
14692701,62700256400
14692702,58099363314
14692703,57379282226
14692704,55131064404
14692705,51681136057
14692706,54641767888
14692707,53775163110
14692708,55580069099
14692709,59248324479
14692710,55053661603
14692711,53272633902
14692712,47297058540
14692713,43711955490
14692714,42399102807
14692715,40957595042
14692716,39065188841
14692717,35919383851
14692718,40403912275
14692719,42141375250
14692720,47403146011
14692721,43739231726
14692722,47127981546
14692723,44934834306
14692724,46076061993
14692725,41218541154
14692726,46366554895
14692727,46461360748
14692728,45979177390
14692729,49973931672
14692730,49285882669
14692731,50416930015
14692732,51479147890
14692733,45643456060
14692734,46551688568
14692735,51963616404
14692736,55387987164
14692737,51919027122
14692738,48449200661
14692739,47463073706
14692740,48730311173
14692741,47376639936
14692742,50216592741
14692743,46016162651
14692744,51767819512
14692745,58237977355
14692746,62657078281
14692747,70484305534
14692748,75933102076
14692749,67454056916
14692750,65196599537
14692751,60771790313
14692752,58267854691
14692753,51649912121
14692754,54417842532
14692755,55816564827
14692756,52173357716
14692757,52006869054
14692758,52641643228
14692759,58169906726
14692760,62296080475
14692761,70077149473
14692762,65517062881
14692763,60558459968
14692764,54559888154
14692765,57417829226
14692766,59898563122
14692767,55361563935
14692768,51959453737
14692769,47428323945
14692770,46647423029
14692771,48132870953
14692772,42610398149
14692773,40594549215
14692774,35520230564
14692775,39954229201
14692776,44945323062
14692777,44104978765
14692778,41985275844
14692779,40171235097
14692780,45192176844
14692781,45350965582
14692782,40733243722
14692783,45824679227
14692784,51546276119
14692785,52703796493
14692786,51005744026
14692787,49528622424
14692788,55715302831
14692789,62674587446
14692790,70498140771
14692791,67592975251
14692792,60417118230
14692793,67962434392
14692794,71931919490
14692795,62940429554
14692796,58131579327
14692797,63084087221
14692798,58213920900
14692799,60213740813
14692800,62020832950
14692801,69767788004
14692802,70722601306
14692803,69016979203
14692804,75934064458
14692805,76930200591
14692806,72677501544
14692807,68293601919
14692808,62987656292
14692809,59495296241
14692810,66923409575
14692811,75279765976
14692812,84683988452
14692813,76834949159
14692814,72959981471
14692815,82067366806
14692816,79572275566
14692817,89515535609
14692818,81276456085
14692819,73511829625
14692820,67292801738
14692821,65468044941
14692822,73645451664
14692823,68263692451
14692824,76635816783
14692825,68910223318
14692826,77513380444
14692827,81934719118
14692828,84767139514
14692829,84532330787
14692830,74202591971
14692831,69744818699
14692832,73691514088
14692833,64480074827
14692834,56420065474
14692835,51689632757
14692836,56053710054
14692837,53699430409
14692838,60405199585
14692839,52854549637
14692840,59444961093
14692841,61756323724
14692842,58427347290
14692843,58563980888
14692844,53344018731
14692845,60008667220
14692846,57417309098
14692847,64586612784
14692848,72655677060
14692849,70105667314
14692850,76493625173
14692851,68105277504
14692852,62654788720
14692853,60190769377
14692854,58123469580
14692855,55033629651
14692856,57947137751
14692857,58114222320
14692858,52997978699
14692859,53352638181
14692860,52236654065
14692861,46912791129
14692862,47514482631
14692863,46079500513
14692864,51836172459
14692865,48031560590
14692866,42967732049
14692867,43236195573
14692868,38458176436
14692869,43264361625
14692870,48667705785
14692871,54739208004
14692872,58198146170
14692873,52290890294
14692874,53655452886
14692875,47171173195
14692876,48542606365
14692877,42989677659
14692878,41793313621
14692879,38195658310
14692880,42963622393
14692881,45028984330
14692882,40645223610
14692883,40632444443
14692884,36324712390
14692885,40864386661
14692886,35756338329
14692887,40225836818
14692888,45247786496
14692889,50359441227
14692890,49513347801
14692891,55694839705
14692892,62654727247
14692893,56610559117
14692894,63440288842
14692895,56740302842
14692896,53274124937
14692897,57287688936
14692898,57919343471
14692899,53129473616
14692900,56342716387
14692901,49299876839
14692902,43137392235
14692903,48528833291
14692904,54592684146
14692905,54469367321
14692906,58708927041
14692907,55563577600
14692908,62505476129
14692909,70314584767
14692910,70632032264
14692911,67472580234
14692912,71300624373
14692913,80210140649
14692914,90211680780
14692915,86657261508
14692916,87716495868
14692917,91082541106
14692918,85727324886
14692919,83845250050
14692920,84603224385
14692921,76161750840
14692922,74875263992
14692923,68584228184
14692924,69384746153
14692925,78055755866
14692926,87804733744
14692927,76829142026
14692928,83695190716
14692929,79401544960
14692930,79106131512
14692931,79666247090
14692932,82635453783
14692933,77651726782
14692934,81499415140
14692935,72470919440
14692936,64438674536
14692937,72492586669
14692938,77701048534
14692939,77325088774
14692940,68173239230
14692941,76683701224
14692942,82075396994
14692943,78656123873
14692944,81895691046
14692945,82489188861
14692946,72600202737
14692947,69958796216
14692948,64396737281
14692949,59681483677
14692950,64560604615
14692951,63614849324
14692952,71556506968
14692953,63504308696
14692954,56938594428
14692955,63202851857
14692956,68148471195
14692957,63163862011
14692958,62352337696
14692959,60476952545
14692960,59891000029
14692961,58084942504
14692962,50824324691
14692963,49605781012
14692964,55804801333
14692965,62771722922
14692966,61824484656
14692967,69549544689
14692968,77509397925
14692969,70018948488
14692970,64990640397
14692971,60656142689
14692972,67619539646
14692973,74600136884
14692974,83922387572
14692975,75823357552
14692976,82906366168
14692977,75190188928
14692978,69211925694
14692979,68858182966
14692980,61599913627
14692981,67271975153
14692982,62779713395
14692983,66774295990
14692984,60019168719
14692985,62119566036
14692986,55048496843
14692987,61921060370
14692988,65316008406
14692989,73032630493
14692990,73688984046
14692991,73894471823
14692992,78164214173
14692993,82508564634
14692994,91512087797
14692995,83014795205
14692996,80638167319
14692997,71461285577
14692998,68834143586
14692999,60229875638
14693000,67758311581
14693001,70335522070
14693002,71638218762
14693003,76202391990
14693004,73024571547
14693005,75367885900
14693006,67514347440
14693007,59369654179
14693008,60108490424
14693009,61575423606
14693010,64281568573
14693011,72315002792
14693012,81349564372
14693013,91502720117
14693014,85319504633
14693015,79765023578
14693016,88685673943
14693017,88131788306
14693018,79839276658
14693019,76789935911
14693020,79204900685
14693021,71137430743
14693022,77516787774
14693023,73914952657
14693024,83144833539
14693025,75068352272
14693026,65949656892
14693027,58940059115
14693028,58077426654
14693029,58776141654
14693030,63412424336
14693031,60678916495
14693032,63399061303
14693033,71316471858
14693034,80218748360
14693035,77353103372
14693036,79005365015
14693037,70486413361
14693038,76123330629
14693039,69584413921
14693040,60886362181
14693041,60035473748
14693042,59449836707
14693043,57718732279
14693044,64931148665
14693045,73040254267
14693046,82168937240
14693047,88082887637
14693048,80857413131
14693049,70750236490
14693050,79587794336
14693051,89515979709
14693052,79694672826
14693053,76385120153
14693054,71771713663
14693055,65885567696
14693056,74120985291
14693057,76167385397
14693058,67767658830
14693059,76228580358
14693060,85755714723
14693061,77709768634
14693062,72042716947
14693063,81042468451
14693064,85345401334
14693065,76406226276
14693066,78107727404
14693067,70776510871
14693068,67476703503
14693069,64762459853
14693070,57705306736
14693071,64917789154
14693072,63779797531
14693073,70169755896
14693074,67040599370
14693075,60294997167
14693076,64596516628
14693077,66671822913
14693078,58337845049
14693079,53893344656
14693080,60622862635
14693081,68198532985
14693082,74210970211
14693083,76574904390
14693084,70857492462
14693085,74628787408
14693086,83944928759
14693087,86264953847
14693088,77011589062
14693089,71090304675
14693090,77417211193
14693091,76933091695
14693092,69886344256
14693093,68812577850
14693094,67526764096
14693095,71649451351
14693096,78266093119
14693097,73683519487
14693098,65232499748
14693099,62404664361
14693100,63299975184
14693101,55387478286
14693102,59298001338
14693103,55160138873
14693104,61302413396
14693105,65305963159
14693106,73400771713
14693107,71771286815
14693108,68720348388
14693109,64603548423
14693110,72671270226
14693111,71235460080
14693112,62331027570
14693113,55822600345
14693114,59424064160
14693115,56482847519
14693116,63535313260
14693117,59593864909
14693118,54138993664
14693119,59180200982
14693120,55254617911
14693121,56107000404
14693122,49596493530
14693123,55795957809
14693124,62763438276
14693125,63604749745
14693126,57123363456
14693127,55948913417
14693128,52200319385
14693129,50928802259
14693130,57294327045
14693131,57175952191
14693132,52988649415
14693133,57137154286
14693134,49995010001
14693135,56240360996
14693136,63261402976
14693137,64334338238
14693138,68405766367
14693139,60219764246
14693140,65464705235
14693141,60287485213
14693142,54956771765
14693143,52328634064
14693144,58862519490
14693145,56715404121
14693146,53715988555
14693147,53212431628
14693148,59862163047
14693149,59574726833
14693150,53759470938
14693151,59557696828
14693152,56928775450
14693153,56982001324
14693154,63500171801
14693155,57375236272
14693156,50203331738
14693157,49290138164
14693158,55449150966
14693159,62375109416
14693160,55209109106
14693161,57767768826
14693162,52229287841
14693163,45700626861
14693164,49576336500
14693165,48808439629
14693166,45453777004
14693167,40661496696
14693168,35793350170
14693169,40263931330
14693170,45294959738
14693171,50954751655
14693172,45738277744
14693173,51454892287
14693174,46739374718
14693175,52507327880
14693176,59066080339
14693177,66448241840
14693178,61078887950
14693179,55394448906
14693180,62318285554
14693181,70106577367
14693182,77380805210
14693183,87049389144
14693184,89305024901
14693185,81464288560
14693186,79838067699
14693187,84517813670
14693188,95080333759
14693189,93802240935
14693190,90601742869
14693191,79276525011
14693192,79352413014
14693193,76217526015
14693194,73560075119
14693195,82739394764
14693196,79978499032
14693197,71368089209
14693198,77944623628
14693199,77371608303
14693200,75656005078
14693201,75797166350
14693202,72124747893
14693203,63869700002
14693204,66530353448
14693205,68946150543
14693206,63859384350
14693207,71440651125
14693208,75643344975
14693209,69253728932
14693210,60597012816
14693211,68170580485
14693212,76684638334
14693213,75542312969
14693214,76640550892
14693215,78328329103
14693216,78147612818
14693217,68812097689
14693218,77407999164
14693219,75364761378
14693220,75193188475
14693221,77527280289
14693222,69103166659
14693223,75720156506
14693224,67451040128
14693225,63762037414
14693226,71726632054
14693227,79141013286
14693228,70358988036
14693229,71634366201
14693230,63298477971
14693231,59204102432
14693232,66603590511
14693233,61467040022
14693234,57302059854
14693235,63936779793
14693236,57225846647
14693237,58318840898
14693238,51487026400
14693239,50899206384
14693240,45736534238
14693241,51451363738
14693242,48977435534
14693243,49979262032
14693244,56220312417
14693245,63240540367
14693246,57264919702
14693247,64421269655
14693248,64091961676
14693249,59668048870
14693250,66501940023
14693251,61685730676
14693252,62145580656
14693253,56671189015
14693254,52724832986
14693255,50867215414
14693256,45903406766
14693257,45496542688
14693258,43187945366
14693259,46348756778
14693260,50606957380
14693261,56180017943
14693262,49753224734
14693263,55966118562
14693264,56694999583
14693265,60974408381
14693266,53352607334
14693267,60020266341
14693268,60412078139
14693269,67811582559
14693270,65785014110
14693271,58385115806
14693272,65671083931
14693273,63384643902
14693274,59877382986
14693275,67361116701
14693276,66096565401
14693277,62331610849
14693278,62011714634
14693279,67827711459
14693280,66030991576
14693281,67932965865
14693282,76418815692
14693283,77192435841
14693284,68110055536
14693285,62602322535
14693286,69904621479
14693287,73002356500
14693288,70217787465
14693289,62856422792
14693290,58902936924
14693291,65121005855
14693292,69647627977
14693293,61786835566
14693294,57443317826
14693295,63749538711
14693296,58525542476
14693297,62181709616
14693298,59798697677
14693299,67265728664
14693300,68385028707
14693301,60649080041
14693302,62784173287
14693303,70629808102
14693304,71380027917
14693305,62457524428
14693306,55845399791
14693307,55029246923
14693308,51884164317
14693309,52248918207
14693310,57714002542
14693311,57289714079
14693312,50307964283
14693313,48939328988
14693314,52541737787
14693315,54423013973
14693316,60969434511
14693317,64456801823
14693318,62790183121
14693319,57780091620
14693320,51380550198
14693321,49618040827
14693322,55818284953
14693323,51513278146
14693324,57952261825
14693325,51463479370
14693326,57891831897
14693327,62453077143
14693328,57081147115
14693329,51691777044
14693330,50289362207
14693331,55002418122
14693332,54109026410
14693333,48225414238
14693334,44363619517
14693335,49034671124
14693336,42905337234
14693337,48267590680
14693338,54295678594
14693339,50564053882
14693340,56726593730
14693341,54568022041
14693342,55626357460
14693343,55022548184
14693344,53997938009
14693345,47248195758
14693346,50742044308
14693347,45142827591
14693348,49328201641
14693349,46034981429
14693350,40901070690
14693351,46010989033
14693352,46147549477
14693353,45204783050
14693354,50855059537
14693355,57176289192
14693356,50029253043
14693357,54706715923
14693358,53116665395
14693359,46477082221
14693360,42868672308
14693361,44162642971
14693362,45933082576
14693363,43646534224
14693364,49095972788
14693365,54949320676
14693366,56780782332
14693367,50651798401
14693368,49460062045
14693369,47024686922
14693370,45282847184
14693371,41679208017
14693372,38173752931
14693373,34093995447
14693374,38350540145
14693375,40618168913
14693376,41062541496
14693377,46194671372
14693378,44359305199
14693379,42955603892
14693380,38639202048
14693381,43468649259
14693382,43698368132
14693383,42772208031
14693384,40050881899
14693385,44741393539
14693386,50327454207
14693387,56591156061
14693388,49517261554
14693389,47255192967
14693390,42256709956
14693391,45282032975
14693392,44833103504
14693393,42545153964
14693394,38354604487
14693395,43142436293
14693396,45034702017
14693397,41194494651
14693398,42740138461
14693399,43841709214
14693400,42962152460
14693401,43741499868
14693402,42110884604
14693403,44761506658
14693404,50350982280
14693405,56644541210
14693406,53830143491
14693407,57466179198
14693408,64641334971
14693409,68660347898
14693410,66630309949
14693411,58901801442
14693412,53822049187
14693413,54663838034
14693414,51647996737
14693415,55591725302
14693416,62539896466
14693417,62602456166
14693418,55521428285
14693419,50833800195
14693420,49293706056
14693421,46939492845
14693422,48943598225
14693423,48924272846
14693424,44019084073
14693425,39853317510
14693426,44833643106
14693427,50434993709
14693428,53547707027
14693429,49161617230
14693430,55301067878
14693431,62213555418
14693432,69815635461
14693433,61448080256
14693434,58070039171
14693435,52658377438
14693436,50482059719
14693437,56678790603
14693438,55333950267
14693439,62249812396
14693440,57991456280
14693441,54023657645
14693442,54166382110
14693443,50483337741
14693444,55544716792
14693445,49222026313
14693446,43393288088
14693447,41221743932
14693448,44168644842
14693449,42464705758
14693450,47772460629
14693451,52974657857
14693452,53293922876
14693453,47272251413
14693454,42712208147
14693455,48046672138
14693456,44418900370
14693457,44124919603
14693458,43472460203
14693459,38847482547
14693460,43699503981
14693461,43747098931
14693462,39702597974
14693463,43311431126
14693464,39817546342
14693465,44793326390
14693466,41355994540
14693467,46522572647
14693468,48235214247
14693469,54264401960
14693470,50837385495
14693471,44482712309
14693472,45850160564
14693473,40832414408
14693474,45889366476
14693475,46603544684
14693476,52427896267
14693477,58974346669
14693478,53924758213
14693479,55982318583
14693480,52411205548
14693481,54196296796
14693482,57148621140
14693483,52890268714
14693484,59493140867
14693485,65204614630
14693486,70080898174
14693487,69847987263
14693488,68215232007
14693489,66779561328
