number,base_fee_per_gas
14688911,8629051173688
14688912,7862490275579
14688913,7887770329491
14688914,8295398257333
14688915,7435761332432
14688916,6506291165878
14688917,7318850911221
14688918,6749177246938
14688919,7592489463544
14688920,7003988146324
14688921,6556224053507
14688922,7374607064803
14688923,8295715493537
14688924,7520317226443
14688925,7334101051733
14688926,6424016836090
14688927,7221593376581
14688928,7694171587065
14688929,7221689444925
14688930,7291398307733
14688931,7451240302628
14688932,7446612687075
14688933,7236218077978
14688934,6433879198344
14688935,7237721631505
14688936,6746499756320
14688937,7589310567382
14688938,6748792651206
14688939,7591799317166
14688940,7006149570992
14688941,7141811630210
14688942,6812993040825
14688943,7663591722489
14688944,6920193829238
14688945,6055169600584
14688946,6811204335238
14688947,6877145761288
14688948,6884191225191
14688949,6191787073845
14688950,6965114241898
14688951,7834758192491
14688952,7821583132536
14688953,7681056805216
14688954,6787534381118
14688955,6764728831226
14688956,7084119752972
14688957,6541777709161
14688958,6945997801970
14688959,6390460007170
14688960,7188949156055
14688961,6290330511549
14688962,7076544664105
14688963,7113782187201
14688964,7149564722844
14688965,6701579869555
14688966,7538661197676
14688967,7859421054444
14688968,8462366037436
14688969,7505649957318
14688970,7736628078539
14688971,7188960429263
14688972,7897486157138
14688973,7174988965331
14688974,6620731770452
14688975,7439361364061
14688976,6757761590319
14688977,7602300891120
14688978,6890153978902
14688979,7750839006002
14688980,6846121876486
14688981,6532886586510
14688982,6407440811178
14688983,6393861416870
14688984,7191338606044
14688985,6942818911677
14688986,6498889766083
14688987,5992786418474
14688988,6741291584747
14688989,6964998761825
14688990,7216517926487
14688991,7277346843621
14688992,7224372721405
14688993,6456776810324
14688994,6652728689352
14688995,6238190966490
14688996,7014677301237
14688997,6239475609041
14688998,6028290365910
14688999,6780938292591
14689000,7105025496714
14689001,6654511875484
14689002,6170249903645
14689003,5980174481245
14689004,6726742254231
14689005,7411305788902
14689006,6604319886700
14689007,6123118792988
14689008,6048536687992
14689009,5693523241855
14689010,6404694951218
14689011,6512546273147
14689012,6186315246451
14689013,5544201603289
14689014,6237121186659
14689015,5924756594046
14689016,6664902312552
14689017,7231472894908
14689018,6581336363633
14689019,5855397318746
14689020,6585172611612
14689021,6513341083794
14689022,5945874138441
14689023,6688264735754
14689024,7109903645919
14689025,6237075817814
14689026,6181789390228
14689027,5657994063131
14689028,6364571858576
14689029,5860289919862
14689030,6592504234585
14689031,6449245271940
14689032,5645071680995
14689033,6349775300907
14689034,5791457468326
14689035,6514939515598
14689036,6170476638743
14689037,5999592489826
14689038,5468551809690
14689039,6151518379348
14689040,5852029400231
14689041,6582667169976
14689042,6225529843949
14689043,5542611150223
14689044,6230709558124
14689045,5645953894570
14689046,6350913813564
14689047,6169029146069
14689048,5892230000552
14689049,5440798221844
14689050,6120370060294
14689051,5736474693556
14689052,5075616463218
14689053,5709476323016
14689054,6422286837725
14689055,6941639566522
14689056,6491140809901
14689057,5802083121281
14689058,6192107078207
14689059,5449024558310
14689060,6129838571456
14689061,5463352918938
14689062,6145533759522
14689063,5803283611195
14689064,5308753757635
14689065,5972331431676
14689066,6240342392682
14689067,5523354457267
14689068,5494103349797
14689069,6175826893792
14689070,5455678644622
14689071,6137016664226
14689072,5465575032369
14689073,6147922990036
14689074,5729804514448
14689075,6445786275571
14689076,5769264311813
14689077,5563036313571
14689078,5132017174454
14689079,5772671681451
14689080,5208910881345
14689081,5857768371542
14689082,5804851830440
14689083,5518710976382
14689084,5401782959049
14689085,6076395461049
14689086,5555258321286
14689087,4975462445135
14689088,5596797490426
14689089,5845115035481
14689090,5312855117037
14689091,5794950681381
14689092,5381897172598
14689093,5763994604932
14689094,5074016255182
14689095,5708017410531
14689096,5386171668596
14689097,5417468378154
14689098,4963006962458
14689099,5583349042927
14689100,5756828676176
14689101,5080398200112
14689102,5715002466540
14689103,5053016358237
14689104,5679319245253
14689105,5604744821381
14689106,5223507056439
14689107,5673197500515
14689108,5045012564654
14689109,5674900717776
14689110,5397787172538
14689111,5152091543590
14689112,5795518868159
14689113,5450927023753
14689114,4999054151134
14689115,5623435120333
14689116,5141560052167
14689117,5783844946685
14689118,5472232253391
14689119,5256783102868
14689120,4920072039428
14689121,5534380438943
14689122,5133562523441
14689123,5775051769115
14689124,5225646020970
14689125,4955506206369
14689126,5574528997014
14689127,5314116008138
14689128,4912959147643
14689129,5526703322547
14689130,4934466974422
14689131,5549657252262
14689132,4980864001027
14689133,5602974122291
14689134,5316317515042
14689135,5120210539516
14689136,4622867635787
14689137,5199919070692
14689138,4870194109057
14689139,5478556760117
14689140,5779632170853
14689141,5535024386401
14689142,4893302792520
14689143,5504163303037
14689144,5890860577896
14689145,5185133802378
14689146,5052336832339
14689147,4829576248207
14689148,5432750739852
14689149,5116827696250
14689150,5094641929821
14689151,4758001868567
14689152,5352132917474
14689153,5501383770247
14689154,5081241046187
14689155,5029926823330
14689156,4524106579515
14689157,5089435620013
14689158,5724784646269
14689159,5625532219009
14689160,6264181341261
14689161,5606448199200
14689162,5215822619332
14689163,4834889056592
14689164,5438703836451
14689165,6021968248136
14689166,5383497789534
14689167,5145789000915
14689168,5024355112901
14689169,4718073881304
14689170,5307522470329
14689171,5970953579414
14689172,5263488080276
14689173,5139868790388
14689174,5149562797684
14689175,4735208333305
14689176,4143307291642
14689177,4661043679962
14689178,5243656505675
14689179,5127989706535
14689180,5768634673698
14689181,5269295166629
14689182,4627022028911
14689183,5205224649577
14689184,5580110741340
14689185,4946692050188
14689186,4351791816621
14689187,4888617721785
14689188,5499665808994
14689189,5443156559485
14689190,4947509226162
14689191,5565439192550
14689192,4957526125948
14689193,5568764433584
14689194,5139511077260
14689195,5748543210257
14689196,5035786031869
14689197,5481066381972
14689198,5247177865137
14689199,4820331102435
14689200,5422779899712
14689201,5326497560440
14689202,5439065697463
14689203,5162984705633
14689204,4984365477298
14689205,5606890689690
14689206,5079843479071
14689207,4839460967775
14689208,5444240621451
14689209,5028362566210
14689210,4692902323219
14689211,5278901789822
14689212,4987306120692
14689213,5610493697588
14689214,5021025598491
14689215,5529248244600
14689216,5021983076680
14689217,4957097379370
14689218,5575670235819
14689219,4900075458763
14689220,5512489648148
14689221,5421918878920
14689222,4868260499973
14689223,5475990973539
14689224,5348167577706
14689225,5266082812708
14689226,4830625158843
14689227,5428737023671
14689228,4954177733700
14689229,5572876545624
14689230,6064680114337
14689231,5452495487468
14689232,5358201344775
14689233,6027099464615
14689234,6174180631205
14689235,5559929665491
14689236,5205007478013
14689237,5855531915118
14689238,5889165309700
14689239,5372387091977
14689240,4903094842668
14689241,5515008883125
14689242,6203809594255
14689243,5627099395981
14689244,5686143432738
14689245,5159768369032
14689246,5804292056363
14689247,5180441762297
14689248,5584111926596
14689249,5656542274639
14689250,5116556940226
14689251,5491379528684
14689252,5406056807404
14689253,5088589635327
14689254,5724347168706
14689255,6439208983558
14689256,5737486633082
14689257,5361868491929
14689258,5544398068093
14689259,4987409905265
14689260,5610535360763
14689261,5475657997182
14689262,5044262844923
14689263,5674127798102
14689264,5424144706454
14689265,5788459510119
14689266,6245756683024
14689267,5777255500143
14689268,5230796257276
14689269,5884603768624
14689270,5250372011921
14689271,5059401617588
14689272,5691720280056
14689273,6259331516696
14689274,5597383343285
14689275,5027216803919
14689276,5648728349696
14689277,5500239662695
14689278,4926789648693
14689279,5541896133226
14689280,5636380613138
14689281,6339972447507
14689282,6101139503937
14689283,5491658241710
14689284,6002956308454
14689285,5316370145395
14689286,5134353631143
14689287,5775392270652
14689288,5921803181283
14689289,5712887590761
14689290,5073463078079
14689291,5707111684897
14689292,6048993766875
14689293,5425206791530
14689294,5315807993890
14689295,5945718173137
14689296,6142517755701
14689297,5454847727039
14689298,6136382942575
14689299,5447078904578
14689300,4889074083566
14689301,5499557281705
14689302,5659350590102
14689303,5043757162796
14689304,5673922366744
14689305,6382267459778
14689306,5940355050571
14689307,5517694311441
14689308,5235004853379
14689309,5888649129873
14689310,5267252028599
14689311,5088399410127
14689312,5724364190509
14689313,5902828208791
14689314,5164974682693
14689315,5810075371597
14689316,5977619885662
14689317,5409570852262
14689318,6083942491679
14689319,5415896692251
14689320,5110677380216
14689321,5748801869438
14689322,5610518862540
14689323,5049865089354
14689324,5680989190519
14689325,6391111845160
14689326,6044477271792
14689327,5316419984405
14689328,5980349010710
14689329,6727216234935
14689330,6160681919394
14689331,6105372904379
14689332,5453523392187
14689333,6134994356710
14689334,5521077432169
14689335,6204202045183
14689336,5834472530686
14689337,5683093158563
14689338,6273779259164
14689339,5575879715011
14689340,5774441729052
14689341,5468931752522
14689342,6152110889344
14689343,6501685416552
14689344,6613777398891
14689345,6231439759850
14689346,5626438575345
14689347,6329231843503
14689348,5733226918349
14689349,6449239015395
14689350,6375101870961
14689351,5923927661245
14689352,6028986761851
14689353,5416304503659
14689354,6092897785393
14689355,5806959154478
14689356,5438885527462
14689357,6118222256351
14689358,6882618462748
14689359,6147713742058
14689360,5858510039970
14689361,6332364381091
14689362,5687706444731
14689363,6398218924882
14689364,5846953085700
14689365,5878476845332
14689366,5799553105089
14689367,6156441705682
14689368,5793449231142
14689369,5303602789651
14689370,5966250596627
14689371,5732864993414
14689372,6448779049789
14689373,6337522277328
14689374,6052192292908
14689375,5372650223260
14689376,6043581231402
14689377,5454639664317
14689378,6135713882031
14689379,6726613705178
14689380,6493615855823
14689381,5983226764211
14689382,6349060736916
14689383,5822489361624
14689384,5830290381391
14689385,5783543814341
14689386,6505533373045
14689387,6031746846998
14689388,5576646754578
14689389,6272778818394
14689390,5611014956550
14689391,5462093244510
14689392,6144209960963
14689393,5544997788993
14689394,5875646832889
14689395,5141190978778
14689396,5783580478040
14689397,6379714098240
14689398,7176851931510
14689399,7208689164363
14689400,6332301489705
14689401,6208663830811
14689402,5682980201845
14689403,6392481667472
14689404,5937363366956
14689405,5195192946087
14689406,5843772671841
14689407,6573791565347
14689408,6576794945701
14689409,6078180050130
14689410,6624754974366
14689411,5860462844841
14689412,6048258210022
14689413,6580445054747
14689414,5981916616852
14689415,5715790317873
14689416,6426405663353
14689417,6028283513210
14689418,5745521700747
14689419,6459129764025
14689420,6716672838964
14689421,6036141822317
14689422,5398938371988
14689423,6073464257155
14689424,6202400480820
14689425,5549129187171
14689426,6242109480523
14689427,6899106016252
14689428,6333451878518
14689429,6569712084543
14689430,6436659797078
14689431,6544287668294
14689432,6823636968095
14689433,6881526424921
14689434,6144569314530
14689435,6912475571097
14689436,6254824888037
14689437,6289743078860
14689438,6678837173452
14689439,6240505547377
14689440,6793072042831
14689441,6102602236132
14689442,6519294934807
14689443,6694045675134
14689444,6911794937267
14689445,6105694592679
14689446,6856955463228
14689447,6550074935689
14689448,6177469715253
14689449,6949548721450
14689450,6784449161169
14689451,5997701376507
14689452,6747211625946
14689453,6290515586599
14689454,6709262507718
14689455,6226911258920
14689456,6428308390245
14689457,5982584648186
14689458,6718284524084
14689459,6529980462371
14689460,6675758017337
14689461,5870769859496
14689462,6604129417239
14689463,6141734398670
14689464,6908716391164
14689465,6597947232785
14689466,6075781297643
14689467,6834995485985
14689468,6699243533181
14689469,5861838091534
14689470,6593826557682
14689471,6457315092133
14689472,6006756654947
14689473,6756724966957
14689474,6197579902075
14689475,6729397156198
14689476,5932398536559
14689477,6673866239345
14689478,6344920907007
14689479,6512136433071
14689480,6612880337777
14689481,5790360255920
14689482,6513915511387
14689483,6527782280445
14689484,5827577918993
14689485,6555522923561
14689486,5736082558116
14689487,6452827249457
14689488,7258641098451
14689489,6894202904826
14689490,7300797403476
14689491,6441998216708
14689492,7246751156679
14689493,6875918775971
14689494,6078040084531
14689495,6836989247530
14689496,5982365591589
14689497,6729644512891
14689498,6702603623551
14689499,6258234687792
14689500,6868635936678
14689501,6180556270804
14689502,6952938688313
14689503,6866442276914
14689504,6111355240878
14689505,5368585991066
14689506,4697512742183
14689507,5284085051532
14689508,4623574420091
14689509,5200917592529
14689510,5850580974233
14689511,6581759378912
14689512,7404200289526
14689513,6529307132064
14689514,6610984928379
14689515,6007886314156
14689516,6454361884935
14689517,5765469714957
14689518,6485840076047
14689519,5952901948016
14689520,5784490184876
14689521,5912652185542
14689522,5173570662350
14689523,5819735065853
14689524,5412345221126
14689525,6088725417072
14689526,6242606261666
14689527,5639850851500
14689528,5589914645820
14689529,4891175315093
14689530,5502468251244
14689531,5571504567501
14689532,5238368630417
14689533,5892388628415
14689534,5970204885479
14689535,5279380687026
14689536,5939084090616
14689537,5833454856969
14689538,5125096975324
14689539,5765233161719
14689540,5866159847826
14689541,5710565179581
14689542,5574780502854
14689543,5127878985638
14689544,5767991434825
14689545,5418918889914
14689546,5008520364296
14689547,5634164694122
14689548,6338053193107
14689549,5955111358965
14689550,6699374252669
14689551,6152693143122
14689552,5828988509353
14689553,6096276750293
14689554,5651950067110
14689555,5275872645422
14689556,4825263275390
14689557,5428031346006
14689558,5392239073234
14689559,4770290391612
14689560,5366564171629
14689561,5131369975453
14689562,4885354762124
14689563,5495941668556
14689564,4978390984729
14689565,5600488377853
14689566,5114187435026
14689567,5689522040028
14689568,5630340312814
14689569,5000499539718
14689570,4848389978157
14689571,5454315414708
14689572,4941659081828
14689573,5559358485834
14689574,4957678614150
14689575,5031135310584
14689576,4880580919539
14689577,4745608226871
14689578,5250781030439
14689579,4609742184998
14689580,5185465832175
14689581,4973220740141
14689582,4397784125804
14689583,4947058235290
14689584,4898982174510
14689585,4344927871664
14689586,4887616517422
14689587,4276664452745
14689588,4810744813584
14689589,4584066647191
14689590,4568659172850
14689591,4035548311300
14689592,4539842388971
14689593,4302046206160
14689594,4178541472743
14689595,4700302399929
14689596,4215127586093
14689597,3863103393077
14689598,4345960667574
14689599,4020548098236
14689600,3571905211820
14689601,4018250040467
14689602,3515968785409
14689603,3713243947180
14689604,3533428543456
14689605,3171479049852
14689606,3567363855180
14689607,3496966977366
14689608,3184923652553
14689609,2896676485896
14689610,3206955559161
14689611,2932918633500
14689612,2608951597932
14689613,2642514022273
14689614,2350316538316
14689615,2643897052038
14689616,2406945686398
14689617,2319975564062
14689618,2106950671154
14689619,2114374650648
14689620,1989570592666
14689621,2237958566466
14689622,2085474588153
14689623,1925686619451
14689624,2071003489213
14689625,2041663787567
14689626,1933041614527
14689627,1920921807276
14689628,1772629254446
14689629,1738938234451
14689630,1567498052081
14689631,1763285372091
14689632,1839518732836
14689633,1779619383402
14689634,1674056107746
14689635,1563269770249
14689636,1418243748557
14689637,1595434683367
14689638,1586402515471
14689639,1506919400060
14689640,1387795801547
14689641,1353510803564
14689642,1231001921989
14689643,1272214255955
14689644,1278595187677
14689645,1208866150426
14689646,1129466557693
14689647,1094153531637
14689648,1038239687556
14689649,972040971350
14689650,1093434473751
14689651,1094961605591
14689652,1231193572416
14689653,1132350550986
14689654,1014991444774
14689655,938938931056
14689656,1004994881891
14689657,888242658562
14689658,999263358810
14689659,874355438959
14689660,983500084455
14689661,1106420859118
14689662,1075093649693
14689663,1023986810090
14689664,954986913406
14689665,905725485655
14689666,834214412989
14689667,830598600990
14689668,816765618083
14689669,775076973878
14689670,810419347798
14689671,801607583941
14689672,794486215560
14689673,893722668319
14689674,997033932881
14689675,985703967869
14689676,889140743644
14689677,810480013281
14689678,770585195006
14689679,694432793794
14689680,726913200121
14689681,772942476725
14689682,686766747046
14689683,669941844383
14689684,678394114613
14689685,658641533561
14689686,614935176218
14689687,631817977784
14689688,617275339147
14689689,548517398902
14689690,521333884283
14689691,586459621252
14689692,647193798256
14689693,618011689398
14689694,561530174527
14689695,580806661956
14689696,525086457971
14689697,533771572278
14689698,482804842280
14689699,543088219612
14689700,535859138021
14689701,522063348177
14689702,587294977271
14689703,653897884135
14689704,638357785685
14689705,718141795250
14689706,764781473223
14689707,684855079195
14689708,710727939582
14689709,783584619209
14689710,741169025791
14689711,683238496557
14689712,646783214172
14689713,646211015843
14689714,625345196018
14689715,588777041700
14689716,546022194627
14689717,542308408185
14689718,482201142886
14689719,529808073046
14689720,495868395713
14689721,457057784755
14689722,514176998288
14689723,521330144608
14689724,476313451268
14689725,480233591534
14689726,426128410108
14689727,407874993699
14689728,458805372060
14689729,515998960078
14689730,511350467347
14689731,537994220817
14689732,521210206664
14689733,506296908201
14689734,545085470382
14689735,571265089726
14689736,543820382990
14689737,495319367915
14689738,440798500152
14689739,385698687633
14689740,433781936664
14689741,487987761251
14689742,528052007838
14689743,569639667806
14689744,528799564913
14689745,468800846986
14689746,527328878635
14689747,546821375307
14689748,499544361194
14689749,561986216923
14689750,528931555144
14689751,470493703498
14689752,434482242574
14689753,396491408559
14689754,446027849061
14689755,421402366043
14689756,374894443651
14689757,381805924028
14689758,359556915431
14689759,381677416970
14689760,380958363281
14689761,371913570454
14689762,349704057356
14689763,379822867165
14689764,400502079448
14689765,367445458840
14689766,384694693055
14689767,350571519598
14689768,335938462785
14689769,299253766152
14689770,336656860962
14689771,354224293546
14689772,365961831292
14689773,401667019349
14689774,451808664703
14689775,410725058995
14689776,462007015871
14689777,519752883928
14689778,535281177014
14689779,476867370049
14689780,498531220210
14689781,452746931369
14689782,509304296863
14689783,514142981873
14689784,449875109139
14689785,500809241697
14689786,455390171302
14689787,467332649962
14689788,493131621099
14689789,440928983022
14689790,399487464183
14689791,363617894811
14689792,354492146777
14689793,338415529071
14689794,340719033333
14689795,319719948605
14689796,298027352407
14689797,335270735386
14689798,377123696059
14689799,424262059838
14689800,392437093585
14689801,441453699858
14689802,398562680094
14689803,365804687206
14689804,411488462828
14689805,414446289905
14689806,373565846954
14689807,377177730508
14689808,405463958664
14689809,444325445283
14689810,478265923656
14689811,436368214597
14689812,490591023485
14689813,551542129750
14689814,488313271790
14689815,480651818414
14689816,465030149404
14689817,466129281304
14689818,415112100003
14689819,406948266212
14689820,388282444528
14689821,362067121704
14689822,407309548275
14689823,434279631475
14689824,388982112609
14689825,398419062542
14689826,448182078236
14689827,491365668914
14689828,465114069055
14689829,436699886238
14689830,401714494885
14689831,372780614567
14689832,389776198464
14689833,363578076641
14689834,327952130437
14689835,355529994031
14689836,357822383289
14689837,317222361773
14689838,356825027930
14689839,382799710357
14689840,430647423005
14689841,442460083337
14689842,405868648350
14689843,366764764359
14689844,330061699583
14689845,314482613429
14689846,353769698046
14689847,397972705833
14689848,419374340633
14689849,366952548054
14689850,354036558384
14689851,391582065596
14689852,415779386796
14689853,383385691624
14689854,343004995148
14689855,319173847596
14689856,326392965087
14689857,321027407712
14689858,318907307903
14689859,290467520928
14689860,326766986515
14689861,364657813351
14689862,343761071054
14689863,386679064877
14689864,435010339276
14689865,395100301199
14689866,444427767744
14689867,447450923791
14689868,406255279784
14689869,369764588121
14689870,331049188079
14689871,372395427451
14689872,401999051608
14689873,387197473328
14689874,383767368477
14689875,348121480956
14689876,391600223086
14689877,416275822677
14689878,400350295905
14689879,363754447204
14689880,329942163937
14689881,339721421466
14689882,309935190787
14689883,288165516034
14689884,323978094803
14689885,308106275940
14689886,282517378818
14689887,317794582302
14689888,357518460177
14689889,344192090665
14689890,376471569366
14689891,354942393259
14689892,368767674556
14689893,345151718846
14689894,330815626484
14689895,310573041786
14689896,309909385398
14689897,331246058699
14689898,301440298528
14689899,288357365044
14689900,320531585374
14689901,289989193701
14689902,273906557346
14689903,270167605892
14689904,294879497392
14689905,331717972253
14689906,373011001265
14689907,333411133808
14689908,339961328942
14689909,336938341811
14689910,303236840224
14689911,269852767670
14689912,255434468535
14689913,287344943030
14689914,299723176513
14689915,293621172308
14689916,263347877622
14689917,251849863494
14689918,251718721073
14689919,283167532048
14689920,299850221185
14689921,285336419661
14689922,320956924150
14689923,341820718305
14689924,384492873318
14689925,412678312438
14689926,369781055268
14689927,327385660364
14689928,286462452819
14689929,322224505913
14689930,323611252778
14689931,313741930923
14689932,349441754822
14689933,316796903524
14689934,314726458882
14689935,281919760971
14689936,305157365210
14689937,271829603569
14689938,290753832637
14689939,258765948174
14689940,261250677683
14689941,286777537282
14689942,265457957453
14689943,298628356073
14689944,276155168726
14689945,290689364840
14689946,284532195732
14689947,257411494967
14689948,278773053929
14689949,260792900499
14689950,248254984603
14689951,279270243198
14689952,314177126410
14689953,310729254990
14689954,284990468426
14689955,276008905942
14689956,310502454726
14689957,281689413078
14689958,316857554612
14689959,356447067069
14689960,323053032493
14689961,363200450912
14689962,323970255860
14689963,328523317637
14689964,369555888222
14689965,415727834420
14689966,467655095302
14689967,459081309436
14689968,450778581658
14689969,400075913619
14689970,376018465433
14689971,393053045096
14689972,345936511529
14689973,361971103245
14689974,330639491015
14689975,371945414640
14689976,355614720027
14689977,323120865593
14689978,287128652194
14689979,251237570670
14689980,262607976175
14689981,239964977701
14689982,269954288834
14689983,285295604280
14689984,261084836283
14689985,264813997888
14689986,283386421840
14689987,258822280846
14689988,234884489656
14689989,264208303184
14689990,297192341587
14689991,281906177700
14689992,251216017802
14689993,241708950329
14689994,247499050951
14689995,226744494477
14689996,255055821505
14689997,246244771495
14689998,249692366563
14689999,234685896948
14690000,250936499436
14690001,249551034193
14690002,249488210939
14690003,262725867391
14690004,241025828513
14690005,214736524831
14690006,214826240298
14690007,202076029033
14690008,206791441175
14690009,195526119609
14690010,219964391599
14690011,209089856164
14690012,187556571297
14690013,182511568462
14690014,188063690865
14690015,211563344493
14690016,231642435378
14690017,227833881150
14690018,238298596988
14690019,217679502094
14690020,201547596541
14690021,183802593281
14690022,164514324636
14690023,148689576590
14690024,167221826607
14690025,181202105027
14690026,162917842724
14690027,149636585279
14690028,162480683468
14690029,142170598035
14690030,159930980394
14690031,168650989198
14690032,182651244683
14690033,171540280272
14690034,188817226916
14690035,212404666698
14690036,238933027196
14690037,268797592830
14690038,254240350715
14690039,285997436650
14690040,321740440574
14690041,319972015826
14690042,286204194940
14690043,279740668885
14690044,271104803834
14690045,259371348839
14690046,256957893681
14690047,241062930196
14690048,247349940210
14690049,278258708340
14690050,261860630486
14690051,267339703932
14690052,253231466163
14690053,284882475972
14690054,320484521981
14690055,311485656006
14690056,324289702553
14690057,287695668860
14690058,317296342981
14690059,302169966967
14690060,279128713734
14690061,307301614438
14690062,276527159281
14690063,260732654163
14690064,259452319947
14690065,259110355304
14690066,236436350895
14690067,265961334302
14690068,263539135259
14690069,263140784504
14690070,272536153850
14690071,263234690237
14690072,266908746747
14690073,249827171931
14690074,254316592877
14690075,286094664257
14690076,321841541376
14690077,289438225498
14690078,325579079573
14690079,359571127874
14690080,358859341845
14690081,398426088385
14690082,379755960587
14690083,360046668483
14690084,324617233069
14690085,302998112183
14690086,340836526676
14690087,318240971320
14690088,288895977903
14690089,266086684684
14690090,299340155780
14690091,304792741586
14690092,269456112763
14690093,260806312887
14690094,259719246095
14690095,264767742387
14690096,253149811075
14690097,252105983692
14690098,230025491199
14690099,258741219864
14690100,290519120524
14690101,274802871204
14690102,299334662377
14690103,263423882045
14690104,266917934221
14690105,236015837362
14690106,206513857692
14690107,232306200431
14690108,246398931271
14690109,229523391972
14690110,238290397250
14690111,223497371804
14690112,216427959962
14690113,243476323411
14690114,235925828422
14690115,212401500299
14690116,238949585629
14690117,265328790609
14690118,236888595537
14690119,227093988441
14690120,217816290638
14690121,195101405265
14690122,202199445363
14690123,183806854725
14690124,168851629027
14690125,189941379582
14690126,213660051331
14690127,217855754296
14690128,199982401592
14690129,186657061781
14690130,182861550644
14690131,205714540382
14690132,231421719635
14690133,239090659918
14690134,246460371396
14690135,277242555090
14690136,311855819009
14690137,289884681545
14690138,307000280739
14690139,273422033804
14690140,290002470459
14690141,304110832257
14690142,342084758882
14690143,335712994012
14690144,313752860055
14690145,274733680241
14690146,297804192416
14690147,280574983848
14690148,303652064491
14690149,268525105297
14690150,283618062324
14690151,254022928767
14690152,238771006856
14690153,228874213260
14690154,257306866864
14690155,228167561743
14690156,203762681382
14690157,229219245456
14690158,228829893646
14690159,217748946084
14690160,218431607879
14690161,221758602623
14690162,207827440212
14690163,199204602418
14690164,194720943835
14690165,210005099507
14690166,204609375621
14690167,215679017359
14690168,210574487375
14690169,236894138151
14690170,239792251634
14690171,256450098766
14690172,235807257684
14690173,214525292981
14690174,191436729442
14690175,194220519528
14690176,172905212143
14690177,171153150975
14690178,169588861070
14690179,190681742635
14690180,167405738742
14690181,161926605563
14690182,166043353160
14690183,174996648437
14690184,161916721197
14690185,176854495385
14690186,179163008062
14690187,159421442307
14690188,176912891940
14690189,176128467549
14690190,172047069744
14690191,164283156346
14690192,159961879124
14690193,179947163033
14690194,183602906615
14690195,163917881202
14690196,153543702302
14690197,147137825932
14690198,165514738094
14690199,184490193997
14690200,168643119836
14690201,189714048909
14690202,213422616763
14690203,195681509598
14690204,198179959697
14690205,177317225040
14690206,197273130589
14690207,181505271067
14690208,164150720642
14690209,151044159071
14690210,134231135496
14690211,134393393677
14690212,141689541583
14690213,127263837711
14690214,143169838472
14690215,161060410686
14690216,155184912141
14690217,163912990086
14690218,165366864159
14690219,159546934474
14690220,161273567353
14690221,159209852996
14690222,146767514093
14690223,152080811207
14690224,148305457030
14690225,166834301325
14690226,166373537891
14690227,172077003007
14690228,173470687635
14690229,187197568961
14690230,172355680093
14690231,154103067069
14690232,164119626263
14690233,184629412508
14690234,187553703922
14690235,166294055521
14690236,154924975796
14690237,145591705249
14690238,163082298168
14690239,155028833428
14690240,137903111905
14690241,126402190782
14690242,142188437114
14690243,138300617299
14690244,122230689482
14690245,120845518230
14690246,135241262744
14690247,134584170529
14690248,136586762798
14690249,133694014514
14690250,150399182153
14690251,169193001957
14690252,148043876713
14690253,144661091824
14690254,133382011073
14690255,150053077439
14690256,131296442760
14690257,114884387415
14690258,129231408346
14690259,145381310965
14690260,163542268633
14690261,182860451517
14690262,162685422853
14690263,154936053992
14690264,161065565729
14690265,150475341077
14690266,138077905662
14690267,152777588891
14690268,168864671253
14690269,164542653167
14690270,156874200407
14690271,151378528513
14690272,137115916038
14690273,134426258600
14690274,151213875770
14690275,135886245068
14690276,127258512312
14690277,132455876152
14690278,134498462854
14690279,137230195786
14690280,134385267825
14690281,126369790395
14690282,114029823879
14690283,106830276327
14690284,106010323688
14690285,119243766427
14690286,125751430571
14690287,118440888970
14690288,118745997507
14690289,106312379634
14690290,96603291972
14690291,108671149633
14690292,112733229807
14690293,126806517358
14690294,142655857224
14690295,132808387955
14690296,141159515024
14690297,152787505739
14690298,139321963376
14690299,132007469870
14690300,126219209757
14690301,139026637208
14690302,134268140057
14690303,119630186029
14690304,127986560390
14690305,117493087161
14690306,108781024924
14690307,111091026508
14690308,124968488273
14690309,121936785713
14690310,122463591240
14690311,123995113364
14690312,137246395517
14690313,124520665090
14690314,130676748310
14690315,120079725400
14690316,108003124864
14690317,121494854344
14690318,106307997551
14690319,109495446319
14690320,99396719790
14690321,111808478130
14690322,105451132753
14690323,93794823613
14690324,90938078705
14690325,97326694306
14690326,87937739774
14690327,96624081680
14690328,87122059020
14690329,98001761560
14690330,110238269675
14690331,120266843496
14690332,108665364482
14690333,112082791058
14690334,100392120296
14690335,107997471748
14690336,97322290316
14690337,93138998363
14690338,82841587988
14690339,93192959190
14690340,92011361001
14690341,102865870721
14690342,115144892570
14690343,104614917216
14690344,108128750819
14690345,99465070309
14690346,99518832085
14690347,95648361425
14690348,90249686541
14690349,83510245322
14690350,83360918886
14690351,76461832202
14690352,86012453387
14690353,85323651427
14690354,77960354533
14690355,84923860455
14690356,76867407079
14690357,68827806082
14690358,77421190538
14690359,84931733778
14690360,86240407677
14690361,92131767799
14690362,87671953761
14690363,79480625769
14690364,74390034754
14690365,78228357834
14690366,85483010275
14690367,88618142149
14690368,93653232741
14690369,92231270735
14690370,103750384273
14690371,116701117619
14690372,120059358927
14690373,105051939062
14690374,101517372901
14690375,93089741344
14690376,97535450888
14690377,93001966555
14690378,82922847429
14690379,84954267159
14690380,76483242849
14690381,86031027832
